gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,120,10240,4096,torch.float8_e4m3fn,flydsl,958,0,17.6522,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x1x4_default,570.26,2543.15,0.0
gfx950,256,136,10240,4096,torch.float8_e4m3fn,flydsl,2241,0,16.916,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x0x1x3x4_default,674.42,2677.07,0.0
gfx950,256,144,10240,4096,torch.float8_e4m3fn,flydsl,951,0,17.2775,flydsl_bpreshuflle_48x64x256_F8_F8_B16_2x0x1x1x4_default,699.15,2632.44,0.0
gfx950,256,152,10240,4096,torch.float8_e4m3fn,flydsl,466,0,18.9945,flydsl_bpreshuflle_80x128x256_F8_F8_B16_2x1x0x0x4_default,671.28,2404.83,0.0
gfx950,256,160,10240,4096,torch.float8_e4m3fn,flydsl,466,0,19.1617,flydsl_bpreshuflle_80x128x256_F8_F8_B16_2x1x0x0x4_default,700.45,2394.11,0.0
gfx950,256,168,10240,4096,torch.float8_e4m3fn,cktile,178,0,19.6161,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_64x64x256_1x4x1_16x16x128_default,718.43,2348.67,0.0
gfx950,256,176,10240,4096,torch.float8_e4m3fn,cktile,22,0,19.7244,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x64x256_1x4x1_16x16x128_default,748.51,2345.75,0.0
gfx950,256,184,10240,4096,torch.float8_e4m3fn,flydsl,2248,0,18.1999,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x3x4_default,848.08,2553.04,0.0
gfx950,256,192,10240,4096,torch.float8_e4m3fn,flydsl,626,0,18.4109,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x1x1x0x4_default,874.81,2534.46,0.0
gfx950,256,200,10240,4096,torch.float8_e4m3fn,cktile,224,0,21.2337,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_80x64x256_1x4x1_16x16x128_default,790.12,2206.79,0.0
gfx950,256,208,10240,4096,torch.float8_e4m3fn,cktile,225,0,21.542,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_80x64x256_1x4x1_16x16x128_default,809.97,2184.33,0.0
gfx950,256,216,10240,4096,torch.float8_e4m3fn,flydsl,976,0,20.592,flydsl_bpreshuflle_112x128x256_F8_F8_B16_2x0x1x1x4_default,879.92,2294.65,0.0
gfx950,256,224,10240,4096,torch.float8_e4m3fn,flydsl,312,0,20.4701,flydsl_bpreshuflle_112x128x256_F8_F8_B16_2x0x1x0x4_default,917.95,2317.92,0.0
gfx950,256,232,10240,4096,torch.float8_e4m3fn,flydsl,466,0,19.9212,flydsl_bpreshuflle_80x128x256_F8_F8_B16_2x1x0x0x4_default,976.93,2391.66,0.0
gfx950,256,240,10240,4096,torch.float8_e4m3fn,flydsl,466,0,19.96,flydsl_bpreshuflle_80x128x256_F8_F8_B16_2x1x0x0x4_default,1008.65,2396.86,0.0
gfx950,256,248,10240,4096,torch.float8_e4m3fn,flydsl,2272,0,21.5059,flydsl_bpreshuflle_128x128x256_F8_F8_B16_2x0x1x3x4_default,967.35,2233.71,0.0
