gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,64,1024,3072,21,0,6.3028,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,63.88,285.94,0.0
gfx950,256,64,1024,4096,21,0,8.9889,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,59.73,262.47,0.0
gfx950,256,64,1280,8192,21,0,17.9567,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,74.75,315.7,0.0
gfx950,256,64,1536,3072,21,0,6.9252,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,87.21,383.27,0.0
gfx950,256,64,1536,7168,21,0,13.372,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,105.39,443.54,0.0
gfx950,256,64,2048,6144,21,0,11.8464,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,135.96,569.81,0.0
gfx950,256,64,2048,7168,21,0,13.7284,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,136.87,570.46,0.0
gfx950,256,64,2304,16384,21,0,25.9264,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,186.37,759.6,0.0
gfx950,256,64,2560,8192,21,0,17.5991,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,152.53,629.33,0.0
gfx950,256,64,3072,1536,21,0,6.149,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,98.22,455.63,0.0
gfx950,256,64,3072,6144,21,0,11.8707,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,203.52,844.69,0.0
gfx950,256,64,4096,1024,21,0,5.4105,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,99.23,490.57,0.0
gfx950,256,64,4096,4096,29,0,9.9442,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,215.95,909.47,0.0
gfx950,256,64,4096,8192,21,0,14.0415,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,305.88,1250.84,0.0
gfx950,256,64,4096,14336,21,0,23.3334,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,322.12,1300.42,0.0
gfx950,256,64,4608,7168,0,0,23.1497,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,182.63,748.79,0.0
gfx950,256,64,4608,16384,21,0,26.8437,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,360.0,1447.75,0.0
gfx950,256,64,5120,1280,21,0,6.7463,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,124.34,588.93,0.0
gfx950,256,64,5120,5120,29,0,13.4294,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,249.86,1037.01,0.0
gfx950,256,64,5120,6400,37,0,15.43,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,271.83,1117.57,0.0
gfx950,256,64,5120,25600,21,0,40.7807,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,411.4,1643.19,0.0
gfx950,256,64,6144,2048,21,0,6.6403,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,242.55,1075.77,0.0
gfx950,256,64,6144,3072,21,0,8.6835,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,278.22,1188.68,0.0
gfx950,256,64,6144,4096,29,0,9.8189,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,328.06,1374.94,0.0
gfx950,256,64,6144,12288,21,0,20.6497,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,467.98,1885.18,0.0
gfx950,256,64,6144,16384,21,0,27.112,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,475.25,1904.78,0.0
gfx950,256,64,6400,5120,21,0,15.5961,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,268.93,1113.55,0.0
gfx950,256,64,7168,2048,21,0,6.8112,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,275.88,1221.97,0.0
gfx950,256,64,7168,2304,0,0,10.2539,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,206.16,901.98,0.0
gfx950,256,64,7168,8192,21,0,15.3196,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,490.63,1993.51,0.0
gfx950,256,64,7168,16384,21,0,27.6557,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,543.55,2175.39,0.0
gfx950,256,64,7168,18432,21,0,30.5745,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,553.12,2209.93,0.0
gfx950,256,64,8192,1024,21,0,5.6831,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,188.94,928.3,0.0
gfx950,256,64,8192,2048,21,0,7.7271,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,277.92,1229.79,0.0
gfx950,256,64,8192,3584,21,0,9.2243,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,407.41,1717.56,0.0
gfx950,256,64,8192,4096,29,0,9.9642,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,431.04,1802.14,0.0
gfx950,256,64,8192,7168,37,0,17.772,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,422.92,1723.95,0.0
gfx950,256,64,8192,8192,21,0,15.5361,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,552.9,2244.14,0.0
gfx950,256,64,8192,28672,21,0,48.3134,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,622.29,2471.5,0.0
gfx950,256,64,9216,16384,21,0,29.2875,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,659.92,2635.98,0.0
gfx950,256,64,10240,8192,21,0,16.349,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,656.76,2661.69,0.0
gfx950,256,64,12288,512,21,0,4.5808,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,175.8,1033.66,0.0
gfx950,256,64,12288,1536,21,0,6.3268,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,381.85,1747.99,0.0
gfx950,256,64,12288,4096,21,0,10.0,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,644.25,2686.98,0.0
gfx950,256,64,12288,6144,21,0,13.4251,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,719.82,2943.61,0.0
gfx950,256,64,12800,5120,21,0,16.7255,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,501.55,2066.92,0.0
gfx950,256,64,13312,16384,21,0,35.8494,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,778.74,3104.1,0.0
gfx950,256,64,14336,8192,21,0,18.4161,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,816.26,3302.4,0.0
gfx950,256,64,16384,512,21,0,5.3495,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,200.72,1179.15,0.0
gfx950,256,64,16384,2048,21,0,6.8013,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,631.49,2784.75,0.0
gfx950,256,64,16384,4096,21,0,14.4039,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,596.36,2484.23,0.0
gfx950,256,64,16384,6656,21,0,18.7155,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,745.83,3036.85,0.0
gfx950,256,64,16384,8192,21,0,20.7077,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,829.64,3354.7,0.0
gfx950,256,64,16384,13312,21,0,32.0337,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,871.5,3483.05,0.0
gfx950,256,64,16384,16384,21,0,32.8484,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1046.01,4165.78,0.0
gfx950,256,64,16384,26624,21,0,51.1923,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1090.68,4318.09,0.0
gfx950,256,64,16384,53248,21,0,96.564,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1156.43,4556.65,0.0
gfx950,256,64,18432,7168,29,0,20.1172,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,840.65,3412.45,0.0
gfx950,256,64,18432,16384,22,0,63.2113,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,611.52,2434.35,0.0
gfx950,256,64,20480,16384,29,0,41.0443,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1046.42,4164.23,0.0
gfx950,256,64,24576,1536,29,0,7.7228,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,625.66,2857.67,0.0
gfx950,256,64,26624,16384,29,0,46.4119,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1203.02,4784.03,0.0
gfx950,256,64,28672,4096,29,0,16.0086,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,939.02,3905.48,0.0
gfx950,256,64,32768,512,46,0,5.601,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,383.41,2249.47,0.0
gfx950,256,64,51200,5120,0,0,28.5654,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1174.65,4823.65,0.0
gfx950,256,64,53248,16384,0,0,81.0859,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1377.17,5470.1,0.0
gfx950,256,64,57344,8192,12,0,48.14,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,1249.06,5037.04,0.0
gfx950,256,64,59136,8192,1,0,50.0197,a4w4_blockscale_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1239.68,4999.08,0.0
gfx950,256,64,106496,16384,3,0,150.9403,a4w4_blockscale_256x64x512x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1479.65,5873.65,0.0
gfx950,256,65,1280,8192,0,0,23.9233,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,56.98,237.24,0.0
gfx950,256,112,5120,1280,21,0,6.6107,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,222.07,680.01,0.0
gfx950,256,112,5120,5120,21,0,14.0483,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,417.99,1035.06,0.0
gfx950,256,112,5120,6400,29,0,14.1005,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,520.55,1268.7,0.0
gfx950,256,112,5120,25600,21,0,38.6535,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,759.57,1762.23,0.0
gfx950,256,112,6400,5120,21,0,14.4899,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,506.56,1249.44,0.0
gfx950,256,112,8192,7168,29,0,17.7127,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,742.59,1783.84,0.0
gfx950,256,112,12800,5120,37,0,17.1116,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,857.9,2099.27,0.0
gfx950,256,112,51200,5120,9,0,34.2442,a4w4_blockscale_256x128x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1714.75,4170.85,0.0
gfx950,256,127,1280,8192,0,0,24.5329,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,108.56,248.16,0.0
gfx950,256,128,128,49920,21,0,72.1898,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,22.66,88.97,0.0
gfx950,256,128,128,322816,21,0,446.2108,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,23.71,92.68,0.0
gfx950,256,128,128,423168,21,0,583.2756,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,23.77,92.92,0.0
gfx950,256,128,256,256,29,0,3.4878,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,4.81,32.88,0.0
gfx950,256,128,256,1024,29,0,4.1218,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,16.28,63.6,0.0
gfx950,256,128,512,4096,21,0,6.4995,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,82.6,221.83,0.0
gfx950,256,128,512,7168,0,0,22.7857,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,41.23,106.42,0.0
gfx950,256,128,800,5120,21,0,10.0302,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,104.54,257.27,0.0
gfx950,256,128,1024,3072,21,0,6.4269,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,125.3,316.11,0.0
gfx950,256,128,1024,4096,21,0,8.7663,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,122.49,299.04,0.0
gfx950,256,128,1280,8192,21,0,14.3547,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,187.0,424.59,0.0
gfx950,256,128,1536,3072,21,0,6.826,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,176.96,432.04,0.0
gfx950,256,128,1536,7168,21,0,13.0508,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,215.97,487.1,0.0
gfx950,256,128,2048,6144,21,0,11.6,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,277.69,621.46,0.0
gfx950,256,128,2048,7168,21,0,13.396,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,280.54,621.31,0.0
gfx950,256,128,2304,16384,21,0,26.3592,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,366.61,778.2,0.0
gfx950,256,128,2560,8192,21,0,17.4515,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,307.64,668.45,0.0
gfx950,256,128,3072,1536,21,0,6.1683,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,195.83,525.92,0.0
gfx950,256,128,3072,6144,21,0,11.183,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,432.07,949.37,0.0
gfx950,256,128,4096,1024,21,0,5.3851,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,199.39,596.32,0.0
gfx950,256,128,4096,4096,21,0,10.0526,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,427.25,964.86,0.0
gfx950,256,128,4096,8192,21,0,13.7904,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,622.89,1330.64,0.0
gfx950,256,128,4096,14336,21,0,22.8828,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,656.93,1368.98,0.0
gfx950,256,128,4608,7168,0,0,23.5505,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,359.05,770.83,0.0
gfx950,256,128,4608,16384,21,0,26.1969,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,737.77,1526.02,0.0
gfx950,256,128,5120,1280,21,0,6.7817,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,247.39,688.54,0.0
gfx950,256,128,5120,5120,21,0,13.8116,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,485.89,1067.62,0.0
gfx950,256,128,5120,6400,21,0,15.856,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,529.05,1141.8,0.0
gfx950,256,128,5120,25600,21,0,40.0938,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,836.9,1708.12,0.0
gfx950,256,128,6144,2048,21,0,6.794,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,474.13,1176.83,0.0
gfx950,256,128,6144,3072,21,0,9.1419,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,528.54,1225.86,0.0
gfx950,256,128,6144,4096,21,0,10.2408,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,629.1,1407.89,0.0
gfx950,256,128,6144,12288,21,0,20.3662,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,948.99,1969.34,0.0
gfx950,256,128,6144,16384,21,0,26.9082,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,957.69,1967.92,0.0
gfx950,256,128,6400,5120,21,0,14.762,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,568.26,1243.06,0.0
gfx950,256,128,7168,2048,21,0,6.8857,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,545.78,1351.51,0.0
gfx950,256,128,7168,2304,0,0,10.3883,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,406.98,985.72,0.0
gfx950,256,128,7168,8192,21,0,15.244,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,986.12,2080.78,0.0
gfx950,256,128,7168,16384,21,0,27.6111,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1088.87,2231.13,0.0
gfx950,256,128,7168,18432,21,0,30.4024,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1112.51,2272.02,0.0
gfx950,256,128,8192,1024,21,0,5.7823,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,371.39,1099.39,0.0
gfx950,256,128,8192,2048,21,0,7.5231,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,570.9,1411.23,0.0
gfx950,256,128,8192,3584,21,0,9.4332,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,796.78,1802.84,0.0
gfx950,256,128,8192,4096,21,0,9.9528,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,863.07,1922.73,0.0
gfx950,256,128,8192,7168,21,0,17.5883,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,854.68,1814.62,0.0
gfx950,256,128,8192,8192,21,0,15.5661,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1103.67,2324.02,0.0
gfx950,256,128,8192,28672,21,0,48.4668,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1240.63,2504.24,0.0
gfx950,256,128,9216,16384,29,0,33.3105,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1160.44,2368.78,0.0
gfx950,256,128,10240,8192,29,0,18.6592,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1150.9,2416.44,0.0
gfx950,256,128,12288,512,29,0,5.1498,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,312.75,1228.05,0.0
gfx950,256,128,12288,1536,37,0,6.7742,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,713.27,1871.99,0.0
gfx950,256,128,12288,4096,29,0,11.2189,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1148.5,2546.92,0.0
gfx950,256,128,12288,6144,29,0,15.5916,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1239.6,2648.07,0.0
gfx950,256,128,12800,5120,0,0,18.1526,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,924.23,2003.71,0.0
gfx950,256,128,13312,16384,29,0,38.1269,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1464.44,2977.12,0.0
gfx950,256,128,14336,8192,29,0,21.2529,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1414.62,2960.28,0.0
gfx950,256,128,16384,512,29,0,5.3611,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,400.57,1570.83,0.0
gfx950,256,128,16384,2048,29,0,7.8866,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1089.18,2675.75,0.0
gfx950,256,128,16384,4096,37,0,16.0283,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1071.85,2371.49,0.0
gfx950,256,128,16384,6656,37,0,19.9661,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1398.23,2962.33,0.0
gfx950,256,128,16384,8192,29,0,22.9523,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1497.01,3129.42,0.0
gfx950,256,128,16384,13312,29,0,36.5127,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1529.18,3124.89,0.0
gfx950,256,128,16384,16384,29,0,38.2318,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1797.44,3647.76,0.0
gfx950,256,128,16384,26624,29,0,62.8972,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1775.42,3561.4,0.0
gfx950,256,128,16384,53248,29,0,112.9144,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1977.94,3930.5,0.0
gfx950,256,128,18432,7168,42,0,24.7415,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1367.05,2879.28,0.0
gfx950,256,128,18432,16384,22,0,67.9262,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,1138.14,2307.83,0.0
gfx950,256,128,20480,16384,42,0,49.9568,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1719.47,3484.28,0.0
gfx950,256,128,24576,1536,8,0,9.4678,a4w4_blockscale_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1020.69,2668.43,0.0
gfx950,256,128,26624,16384,42,0,55.1181,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,2026.0,4099.71,0.0
gfx950,256,128,28672,4096,0,0,18.1925,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1652.59,3645.59,0.0
gfx950,256,128,32768,512,42,0,7.0236,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,611.51,2393.36,0.0
gfx950,256,128,51200,5120,9,0,35.8651,a4w4_blockscale_256x128x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1871.15,4029.18,0.0
gfx950,256,128,53248,16384,9,0,98.9807,a4w4_blockscale_256x128x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,2256.38,4555.31,0.0
gfx950,256,128,57344,8192,9,0,52.3976,a4w4_blockscale_256x128x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,2295.13,4772.84,0.0
gfx950,256,128,59136,8192,9,0,54.1038,a4w4_blockscale_256x128x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,2292.21,4766.47,0.0
gfx950,256,128,106496,16384,11,0,157.4506,a4w4_blockscale_256x128x512x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,2836.93,5720.69,0.0
gfx950,256,129,1280,8192,0,0,24.2013,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,111.78,252.11,0.0
gfx950,256,160,1280,8192,21,0,16.0131,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,209.54,393.92,0.0
gfx950,256,160,2304,16384,21,0,26.1975,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,461.1,798.64,0.0
gfx950,256,160,2560,8192,21,0,16.6775,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,402.39,717.15,0.0
gfx950,256,160,4608,16384,21,0,26.4423,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,913.66,1532.92,0.0
gfx950,256,160,5120,1280,21,0,6.7723,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,309.67,740.9,0.0
gfx950,256,160,5120,5120,21,0,14.1087,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,594.57,1074.17,0.0
gfx950,256,160,5120,6400,21,0,16.2285,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,646.13,1142.09,0.0
gfx950,256,160,5120,25600,21,0,39.9134,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1050.85,1734.31,0.0
gfx950,256,160,6400,5120,21,0,15.0264,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,697.82,1253.9,0.0
gfx950,256,160,7168,8192,29,0,18.6767,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1006.09,1729.92,0.0
gfx950,256,160,8192,1024,29,0,6.5603,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,409.18,1051.43,0.0
gfx950,256,160,8192,2048,29,0,7.7321,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,694.34,1445.13,0.0
gfx950,256,160,8192,3584,29,0,13.3701,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,702.71,1315.49,0.0
gfx950,256,160,8192,7168,37,0,19.1789,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,979.75,1697.44,0.0
gfx950,256,160,8192,8192,29,0,17.5633,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1222.71,2097.06,0.0
gfx950,256,160,8192,28672,29,0,54.6667,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1374.91,2238.21,0.0
gfx950,256,160,9216,16384,29,0,31.4915,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1534.33,2532.66,0.0
